UNIQ_ID2,REFERRER,AGE RANGE,GENDER,NCSS_B03A,NCSS_B03B,NCSS_B04,NCSS_B05,EVENT,PARTICIPATION,Process_E_LS,Process_E_EX,Process_E_CT,Pre_AT_PT1,Post_AT_PT1,Pre_AT_PT2,Post_AT_PT2,Pre_AT_PT3,Post_AT_PT3,Pre_AT_WT5,Post_AT_WT5,Pre_AT_CT1,Post_AT_CT1,Pre_AT_CT2,Post_AT_CT2,Pre_AT_CT3,Post_AT_CT3,Pre_AT_CT4,Post_AT_CT4,Pre_AT_LA1,Post_AT_LA1,Pre_AT_LA2,Post_AT_LA2,Pre_AT_LA3,Post_AT_LA3,Pre_AT_SC6,Post_AT_SC6,Pre_ST_SD1,Post_ST_SD1,Pre_ST_SD2,Post_ST_SD2,Pre_ST_SD3,Post_ST_SD3,Pre_ST_SD4,Post_ST_SD4,Pre_MR1,Post_MR1,Post-Pre_MR1,I_MR1,Pre_NCSS_P2,Post_NCSS_P2,Pre_AT_WT2,Post_AT_WT2,Pre_AT_WT3,Post_AT_WT3,Pre_AT_WT4,Post_AT_WT4,Pre_AT_LA4,Post_AT_LA4,Pre_MR2,Post_MR2,Post-Pre_MR2,I_MR2,Pre_AT_WT1,Post_AT_WT1,Pre_AT_CT5,Post_AT_CT5,Pre_AT_LA5,Post_AT_LA5,Pre_AT_SC2,Post_AT_SC2,Pre_ST_SD5,Post_ST_SD5,Pre_ST_SR2,Post_ST_SR2,Pre_ST_SR1,Post_ST_SR1,Pre_ST_SR3,Post_ST_SR3,Pre_ST_SR4,Post_ST_SR4,Pre_ST_SR5,Post_ST_SR5,Pre_MR3,Post_MR3,Post-Pre_MR3,I_MR3,Pre_NCSS_P1,Post_NCSS_P1,Pre_NCSS_P3,Post_NCSS_P3,Pre_NCSS_P4,Post_NCSS_P4,Pre_NCSS_P5,Post_NCSS_P5,Pre_MR4,Post_MR4,Post-Pre_MR4,I_MR4,Pre_AT_SC1,Post_AT_SC1,Pre_AT_SC3,Post_AT_SC3,Pre_AT_SC4,Post_AT_SC4,Pre_AT_SC5,Post_AT_SC5,Pre_MR5,Post_MR5,Post-Pre_MR5,I_MR5,ENTRY_ID,DATE_TIME
1959312B64,Nirmal,18 -24,Male,Yes,Friend,No,Polytechnic,C2C Social Media Invasion,3,5,5,5,5,4,5,4,5,5,5,4,4,4,4,4,4,5,3,5,4,1,4,2,2,2,5,5,4,5,5,4,5,4,5,3,4.31,3.81,-0.5,N,4,4,3,5,3,3,4,4,2,4,3.2,4,0.8,Y,3,4,5,5,2,4,5,5,4,4,5,5,5,5,4,3,4,4,3,2,4,4.2,0.2,Y,3,5,5,5,4,4,4,4,4,4.5,0.5,Y,5,4,5,5,3,5,2,2,3.75,4.25,0.5,Y,447,29-08-21 1:58
3137560H19,Nirmal,18 -24,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,7,5,5,5,5,4,5,5,5,4,3,2,5,4,2,4,5,5,5,4,5,4,2,4,2,4,3,4,2,4,3,4,4,5,4,5,3.75,4.13,0.38,Y,3,2,2,4,3,4,3,2,2,3,2.6,3,0.4,Y,4,2,3,2,4,3,3,5,2,1,5,4,5,2,5,4,5,4,5,4,4.1,3.2,-0.9,N,3,4,3,2,3,4,4,4,3.25,3.5,0.25,Y,3,3,3,4,3,2,2,3,2.75,2.75,0,N,517,29-08-21 6:36
6233139Z21,Nirmal,18 -24,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,7,5,5,5,3,4,3,4,3,4,3,4,3,4,2,3,4,5,4,5,3,3,4,3,4,3,3,4,3,3,3,4,3,4,1,2,3.06,3.69,0.63,Y,3,4,2,3,3,3,3,2,3,4,2.8,3.2,0.4,Y,4,4,4,4,5,5,5,5,2,2,2,4,3,4,3,4,4,5,3,3,3.5,4,0.5,Y,3,4,3,3,4,4,4,4,3.5,3.75,0.25,Y,3,4,5,4,2,2,3,3,3.25,3.25,0,N,523,29-08-21 6:43
8327862G88,Nirmal,18 -24,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,8,5,5,5,3,5,3,4,3,4,1,1,3,3,3,3,3,3,3,5,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3.25,0.25,Y,3,4,3,3,3,3,3,3,3,3,3,3.2,0.2,Y,3,3,3,3,3,4,5,5,3,3,4,5,4,5,5,5,4,4,3,3,3.7,4,0.3,Y,3,3,3,3,3,3,3,3,3,3,0,N,3,3,5,5,3,3,5,5,4,3.5,-0.5,N,528,29-08-21 6:48
5614721F20,Nirmal,18 -24,Male,Yes,"Family Member
Partner (BF/GF)",No,Polytechnic,C2C Social Media Invasion,5,4,4,4,5,3,5,4,5,4,5,5,5,5,5,3,5,4,2,4,2,3,1,2,2,2,5,4,4,4,4,3,4,5,5,5,4,3.75,-0.25,N,5,3,4,4,1,2,3,3,4,2,3.4,2.8,-0.6,N,5,5,5,4,5,4,5,5,4,3,5,4,4,4,4,4,3,4,4,4,4.4,4.1,-0.3,N,3,4,4,3,4,4,5,4,4,3.75,-0.25,N,5,4,5,5,4,4,2,2,4,4.5,0.5,Y,533,29-08-21 6:52
7069325D94,Nirmal,18 -24,Male,Yes,Friend,No,Polytechnic,C2C Social Media Invasion,6,5,4,4,3,4,3,5,3,4,3,4,3,5,3,4,3,5,3,2,3,3,2,3,4,2,3,4,3,3,3,4,2,4,2,2,2.88,3.63,0.75,Y,3,2,3,3,3,3,3,2,4,3,3.2,2.6,-0.6,N,3,4,3,3,3,3,3,5,3,4,3,3,3,5,3,4,3,4,3,4,3,3.8,0.8,Y,3,5,3,2,3,4,3,4,3,3.75,0.75,Y,2,4,2,5,4,2,2,2,2.5,3.25,0.75,Y,534,29-08-21 6:52
8492545015,Nirmal,18 -24,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,6,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.19,3,-0.19,N,3,3,3,3,3,3,3,3,3,3,3,3,0,N,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.9,3,0.1,Y,3,3,3,3,3,3,3,3,3,3,0,N,3,3,3,3,3,3,3,3,3,2.75,-0.25,N,550,29-08-21 7:09
8157834J98,Nirmal,18 -24,Male,Yes,Friend,No,Polytechnic,C2C Social Media Invasion,7,4,4,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,2,3,4,3,4,4,5,4,5,5,5,5,5,5,5,5,4,5,4.63,4.5,-0.13,N,5,5,5,5,2,2,3,3,3,3,3.6,3.6,0,N,4,3,4,3,2,2,2,3,4,5,3,3,4,4,3,3,3,3,2,3,3.1,3.1,0,N,3,4,5,5,5,4,5,4,4.5,4.25,-0.25,N,5,5,5,5,3,4,3,3,4,4.25,0.25,Y,567,29-08-21 7:39
3480520G64,Nirmal,18 -24,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,5,5,5,5,5,5,5,5,5,5,4,4,3,1,3,2,3,5,2,3,2,1,3,4,4,5,3,5,3,5,5,5,5,5,3,5,3.63,4.06,0.44,Y,3,3,3,3,3,3,3,2,4,5,3.2,3.2,0,N,5,5,3,5,3,5,5,4,4,4,4,4,3,4,3,4,4,4,4,3,3.8,4.3,0.5,Y,3,4,3,3,4,5,4,5,3.5,4.25,0.75,Y,3,5,3,5,3,4,3,2,3,4.25,1.25,Y,573,29-08-21 7:52
7964192J85,Nirmal,18 -24,Male,Yes,Friend,No,Polytechnic,C2C Social Media Invasion,8,5,4,5,4,4,4,4,4,4,4,4,4,3,2,3,4,4,2,4,4,4,2,4,4,4,4,3,4,3,4,3,3,3,2,3,3.44,3.56,0.13,Y,4,2,3,2,4,3,2,2,4,3,3.4,2.4,-1,N,3,2,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3.9,3.1,-0.8,N,3,5,2,3,3,4,4,4,3,4,1,Y,4,3,4,3,4,3,2,3,3.5,2.75,-0.75,N,584,29-08-21 8:22
3.25434E+29,Nirmal,18 -24,Male,Yes,Friend,No,Polytechnic,C2C Social Media Invasion,8,5,5,5,3,5,3,5,3,5,3,5,3,5,3,4,3,5,3,3,3,3,3,3,3,4,3,5,3,5,3,5,3,5,3,3,3,4.38,1.38,Y,3,3,3,3,3,1,3,2,3,4,3,2.6,-0.4,N,3,3,3,4,3,4,3,5,3,4,3,4,3,5,3,4,3,3,3,3,3,3.9,0.9,Y,3,5,3,3,3,5,3,5,3,4.5,1.5,Y,3,5,3,3,3,2,3,3,3,3.25,0.25,Y,588,29-08-21 8:25
2.55824E+43,Nirmal,18 -24,Male,Yes,Friend,No,Polytechnic,C2C Social Media Invasion,5,5,5,5,3,3,3,4,3,4,3,4,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3.38,0.38,Y,3,4,3,3,3,4,3,2,3,4,3,3.4,0.4,Y,3,4,3,4,3,3,3,3,3,4,3,5,3,5,3,5,3,5,3,4,3,4.1,1.1,Y,3,4,3,3,3,4,3,4,3,3.75,0.75,Y,3,3,3,3,3,3,3,3,3,3,0,N,589,29-08-21 8:27
2116013C21,Nirmal,18 -24,Male,Yes,Friend,No,Polytechnic,C2C Social Media Invasion,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,3,3,3,4,2,4,2,4,5,5,5,5,5,2,5,5,5,4,4.19,4.25,0.06,Y,4,4,2,1,4,3,3,1,4,5,3.4,2.8,-0.6,N,5,5,4,4,4,5,5,5,1,4,4,4,4,4,4,4,4,4,4,4,3.9,4.3,0.4,Y,3,4,4,4,4,4,4,5,3.75,4.25,0.5,Y,2,3,3,3,4,4,5,5,3.5,3.25,-0.25,N,604,29-08-21 8:56
7067386H80,Nirmal,18 -24,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,6,5,5,5,3,5,3,5,3,5,3,5,3,4,3,5,3,5,3,2,3,3,3,3,3,3,3,5,3,5,3,5,3,5,3,5,3,4.38,1.38,Y,3,3,3,3,3,3,3,2,3,4,3,3,0,N,3,5,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,4,1,Y,3,4,3,5,3,4,3,5,3,4.5,1.5,Y,3,2,3,3,3,4,3,3,3,3.5,0.5,Y,608,29-08-21 8:58
8661386H95,Nirmal,18 -24,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,5,5,5,5,3,5,3,5,3,5,3,4,3,3,3,4,3,5,3,2,3,3,3,3,3,4,3,5,3,5,3,5,3,5,3,5,3,4.25,1.25,Y,3,3,3,3,3,4,3,2,3,4,3,3.2,0.2,Y,3,5,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,4,1,Y,3,4,3,4,3,4,3,4,3,4,1,Y,3,2,3,3,3,3,3,4,3,2.75,-0.25,N,621,29-08-21 9:08
2613273J64,Nirmal,18 -24,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,5,3,3,3,4,4,5,5,5,5,4,3,3,2,4,3,5,5,3,5,3,4,5,5,5,5,5,4,5,5,5,5,4,5,4,5,4.31,4.38,0.06,Y,4,4,4,3,3,3,3,2,4,4,3.6,3.2,-0.4,N,3,3,5,5,3,4,3,5,5,4,5,4,5,5,5,5,3,3,4,4,4.1,4.2,0.1,Y,3,4,3,3,4,4,4,5,3.5,4,0.5,Y,3,3,4,4,2,2,4,3,3.25,3.25,0,N,671,29-08-21 11:00
4194S741E58,Nirmal,18 -24,Male,Yes,Friend,No,Polytechnic,C2C Social Media Invasion,8,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.81,4.69,-0.13,N,5,5,5,5,3,3,3,3,5,4,4.2,4,-0.2,N,5,4,2,3,2,2,2,2,5,5,5,5,5,5,5,5,5,5,4,5,4,4,0,N,3,5,5,5,5,5,5,5,4.5,5,0.5,Y,2,2,2,3,2,2,2,2,2,2.5,0.5,Y,677,29-08-21 11:19
8047538Z59,Nirmal,18 -24,Male,Yes,"Family Member
Friend",No,Polytechnic,C2C Social Media Invasion,5,5,5,5,5,3,5,3,5,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,5,4,5,4,5,5,5,5,5,5,4.25,4,-0.25,N,4,1,3,3,3,2,3,3,3,2,3.2,2.2,-1,N,3,3,2,2,3,3,3,3,4,1,3,1,3,2,3,2,3,1,3,1,3,2.1,-0.9,N,3,5,3,3,3,3,3,3,3,3.5,0.5,Y,3,3,3,3,4,3,5,5,3.75,2.75,-1,N,679,29-08-21 11:45
8175434G26,Nirmal,18 -24,Male,Yes,Friend,No,Polytechnic,C2C Social Media Invasion,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,N,3,3,3,3,3,3,3,3,3,3,3,3,0,N,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,N,3,3,3,3,3,3,3,3,3,3,0,N,3,3,3,3,3,3,3,3,3,3.5,0.5,Y,684,29-08-21 12:43
6892533J40,Nirmal,18 -24,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,7,5,5,5,3,4,3,4,3,4,3,1,3,3,3,3,3,2,3,1,3,4,3,2,3,2,3,3,3,4,3,3,3,4,3,2,3,2.88,-0.13,N,3,1,3,1,3,3,3,2,3,2,3,1.8,-1.2,N,3,3,3,3,3,4,3,1,3,3,3,4,3,5,3,4,3,4,3,1,3,3.4,0.4,Y,3,5,3,4,3,5,3,5,3,4.75,1.75,Y,3,2,3,2,3,3,3,2,3,2.5,-0.5,N,557,29-08-21 7:18
3379520H74,Nirmal,18 -24,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,7,4,4,4,2,3,2,3,2,3,4,4,2,2,3,2,2,2,3,3,4,5,2,2,2,2,3,4,2,4,3,4,2,3,2,2,2.5,3,0.5,Y,5,4,4,2,2,2,5,2,2,2,3.6,2.4,-1.2,N,2,4,5,5,2,3,5,5,3,4,4,4,3,4,3,3,3,4,2,2,3.2,3.8,0.6,Y,1,4,4,4,4,4,4,4,3.25,4,0.75,Y,5,4,5,5,2,2,2,2,3.5,3.25,-0.25,N,610,29-08-21 8:59
7488631G62,Nirmal,18 -24,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,5,5,5,5,4,5,3,4,2,4,5,5,5,4,5,5,5,5,2,2,3,5,3,4,3,5,5,5,5,5,4,5,4,5,3,5,3.81,4.56,0.75,Y,1,3,1,1,5,5,4,1,1,2,2.4,2.4,0,N,5,5,4,4,5,5,5,5,5,1,3,5,3,5,4,5,2,4,1,3,3.7,4,0.3,Y,2,5,4,4,4,5,4,5,3.5,4.75,1.25,Y,5,3,5,5,3,3,2,2,3.75,3.25,-0.5,N,381,28-08-21 8:59
2688237A45,Nirmal,18 -24,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,4,4,4,4,5,5,4,1,5,5,4,3,4,3,4,4,5,5,2,1,3,5,2,3,2,4,5,5,5,5,5,5,5,5,5,5,4.06,4,-0.06,N,5,5,5,3,3,4,5,1,3,5,4.2,3.6,-0.6,N,3,5,4,5,4,5,4,5,5,1,5,5,4,5,3,5,4,5,4,5,4,4.5,0.5,Y,2,4,3,5,4,5,4,5,3.25,4.75,1.5,Y,5,5,4,5,3,3,3,5,3.75,3.75,0,N,574,29-08-21 7:56
4308818C87,Nirmal,18 -24,Male,Yes,Family Member,No,Polytechnic,C2C Social Media Invasion,8,5,5,5,4,4,4,4,2,4,4,4,2,1,4,2,5,4,2,2,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3.44,3.19,-0.25,N,1,1,1,1,2,4,4,4,4,5,2.4,3,0.6,Y,5,5,5,4,4,5,5,5,4,4,5,5,5,4,5,4,5,4,3,3,4.6,4.3,-0.3,N,2,5,4,4,4,4,4,4,3.5,4.25,0.75,Y,4,4,4,4,2,4,5,5,3.75,4.25,0.5,Y,629,29-08-21 9:18
5197285G76,Nirmal,18 -24,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,7,4,4,4,2,4,4,2,5,5,5,4,4,4,3,3,5,5,2,2,4,4,3,3,2,3,5,5,5,5,4,4,5,4,5,5,3.94,3.88,-0.06,N,2,5,4,3,3,4,4,2,4,3,3.4,3.4,0,N,4,5,4,4,3,4,3,3,4,4,4,5,5,5,4,5,4,5,3,3,3.8,4.3,0.5,Y,2,4,5,5,4,4,4,4,3.75,4.25,0.5,Y,4,4,4,5,3,2,2,2,3.25,4,0.75,Y,647,29-08-21 9:55
8843553Z62,Nirmal,18 -24,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,5,5,5,5,4,4,4,4,3,4,3,2,3,4,4,4,3,4,3,3,4,4,3,2,2,2,3,4,4,4,4,4,4,4,2,3,3.31,3.5,0.19,Y,3,4,2,4,3,2,3,2,3,4,2.8,3.2,0.4,Y,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3.9,3.9,0,N,2,4,3,4,4,4,4,4,3.25,4,0.75,Y,2,3,3,4,3,2,3,5,2.75,2.75,0,N,395,28-08-21 10:00
5572572I64,Nirmal,18 -24,Male,Yes,Friend,No,Polytechnic,C2C Social Media Invasion,3,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,3,3,3,3,4,4,4,3,5,5,5,5,5,5,5,5,5,5,4.44,4.56,0.13,Y,3,4,4,4,3,3,3,2,5,5,3.6,3.6,0,N,3,4,4,4,3,4,3,3,5,5,5,5,5,5,5,5,5,5,3,4,4.1,4.3,0.2,Y,2,5,3,3,5,5,5,5,3.75,4.5,0.75,Y,5,5,4,3,3,3,2,2,3.5,4,0.5,Y,436,28-08-21 17:07
4157077I42,Nirmal,18 -24,Male,Yes,Partner (BF/GF),No,Polytechnic,C2C Social Media Invasion,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,1,5,5,2,5,3,5,5,5,5,5,5,5,5,5,5,5,4.63,4.69,0.06,Y,4,5,4,5,4,4,4,4,2,5,3.6,4.6,1,Y,4,3,4,4,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,4.5,4.4,-0.1,N,2,5,4,5,5,5,5,5,4,5,1,Y,2,5,5,5,5,3,2,1,3.5,3.75,0.25,Y,592,29-08-21 8:32
7450642Z11,Nirmal,18 -24,Male,Yes,Friend,No,Polytechnic,C2C Social Media Invasion,8,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,N,1,1,1,1,5,5,1,1,5,5,2.6,2.6,0,N,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4.6,4.6,0,N,5,5,1,1,5,5,5,5,4,4,0,N,1,1,1,1,1,1,1,1,1,1,0,N,390,28-08-21 9:34
1884630186,Nirmal,18 -24,Male,Yes,Friend,No,Polytechnic,C2C Social Media Invasion,3,4,3,4,3,5,4,5,4,5,5,5,5,5,3,4,4,5,3,3,3,3,4,3,3,3,3,3,3,5,4,5,3,5,5,5,3.69,4.31,0.63,Y,3,3,2,2,2,3,3,2,5,5,3,3,0,N,5,5,4,4,3,4,2,3,2,2,4,5,4,4,3,4,5,5,4,4,3.6,4,0.4,Y,5,5,3,3,5,5,5,5,4.5,4.5,0,N,5,5,5,5,3,3,3,4,4,3.5,-0.5,N,428,28-08-21 15:56
